ticker,snapshot_date,rvol,volume_zscore,vol_price_divergence,vol_spike_days,vol_trend_slope_norm,log_return_1d,price_vs_sma20,rsi_14,bb_width,gap_open,range_expansion,buzz_density,extreme_language_ratio,moderate_hype_ratio,bearish_ratio,source_diversity,headline_similarity,catalyst_flag,hype_without_catalyst,news_volume_sync,silent_spike,pseudo_label,hype_score_raw
AA,2024-08-23,0.573,-0.79,-3.732,0,-0.119574,0.04215,7.412,77.78,21.248,0.707,1.453,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.4163
AA,2024-09-04,0.598,-1.255,-0.263,0,-0.147846,0.00857,-5.034,47.37,19.095,2.052,0.751,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.38
AA,2024-09-13,1.104,0.366,-2.629,0,0.031424,0.03664,2.345,44.83,24.749,2.169,0.836,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.407
AA,2024-09-24,1.675,1.805,-5.775,1,0.072391,0.07185,14.241,70.94,29.855,6.632,0.861,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,ORGANIC,0.1835
AA,2024-10-03,0.712,-0.801,-1.841,0,-0.053375,-0.02586,10.377,70.4,43.558,-3.115,0.796,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.4066
AA,2024-10-14,0.995,-0.014,-0.907,0,-0.038998,0.01884,10.793,68.65,25.496,-1.39,1.156,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.4261
AA,2024-10-23,0.812,-0.459,0.479,1,-0.308747,-0.00334,4.526,65.09,14.507,-1.166,0.744,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.4067
AA,2024-11-01,0.811,-0.49,-0.387,0,-0.006185,0.0119,-0.282,43.14,12.056,1.372,0.843,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.4204
AA,2024-11-12,1.281,0.64,-4.602,1,-0.171261,-0.06064,-2.402,46.79,15.791,-1.793,1.722,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.402
AA,2024-11-21,0.661,-0.747,-0.891,1,-0.355929,0.0154,8.543,68.19,20.714,-0.415,0.779,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.4087
AA,2024-12-03,0.547,-0.935,0.11,0,-0.065871,0.00437,2.607,70.2,17.97,2.079,0.88,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.4189
AA,2024-12-12,0.855,-0.292,0.653,1,-0.230936,0.00202,-10.745,23.71,22.511,-0.354,0.578,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.3563
AA,2024-12-23,0.631,-0.846,-1.325,1,0.020316,0.01937,-8.327,19.5,36.399,-0.0,0.836,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.3904
AA,2025-01-03,1.758,1.384,-4.244,1,0.264264,-0.06189,-8.499,29.57,24.356,-0.105,2.105,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.3859
AA,2025-01-15,1.341,0.706,-2.211,0,0.082423,0.0349,2.29,47.64,10.512,2.63,0.882,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.3808
AA,2025-01-27,1.833,1.516,-4.739,3,0.052591,-0.06798,-6.299,46.31,13.121,-3.099,1.379,3.75,0.0,0.067,0.0,0.367,0.263,0,0,1,0,NEUTRAL,0.3917
AA,2025-02-05,0.598,-0.962,0.018,2,-0.028369,-0.00581,-1.528,41.26,17.342,-0.359,0.549,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.4448
AA,2025-02-14,0.559,-1.115,0.174,0,-0.130697,-0.00386,-0.476,57.62,15.848,2.144,0.932,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.374
AA,2025-02-26,0.917,-0.304,-1.12,0,-0.143758,-0.02058,-5.864,38.03,11.689,0.96,1.042,3.75,0.0,0.067,0.0,0.367,0.263,0,0,0,0,NEUTRAL,0.429
AAL,2023-07-05,0.911,-0.3,-0.304,1,-0.101996,0.01208,10.511,84.54,23.405,-0.663,1.139,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3495
AAL,2023-07-14,1.05,0.173,-0.63,0,0.048918,-0.01695,3.53,73.04,20.928,-0.054,1.17,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.39
AAL,2023-07-25,1.562,1.451,0.199,1,0.05351,-0.01372,-7.364,31.81,13.621,-1.955,1.174,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4049
AAL,2023-08-03,1.511,1.468,1.323,0,0.194129,0.00188,-8.623,22.73,22.872,-1.129,0.791,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4176
AAL,2023-08-14,0.9,-0.278,-0.569,0,-0.021327,0.01459,-4.268,35.36,21.26,-0.511,1.076,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4213
AAL,2023-08-23,0.799,-0.848,0.462,0,-0.013026,-0.00338,-6.212,26.74,14.981,-0.337,1.002,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4238
AAL,2023-09-01,0.729,-1.657,0.389,0,-0.086895,-0.0034,-3.431,21.43,13.75,0.475,0.856,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3895
AAL,2023-09-13,2.596,3.933,-3.074,1,0.317398,-0.05837,-8.642,20.0,13.675,-4.323,1.786,3.75,0.0,0.033,0.0,0.533,0.089,0,0,1,0,ORGANIC,0.1661
AAL,2023-09-22,1.027,0.07,-0.198,1,0.024011,-0.01233,-7.328,12.29,20.087,0.23,0.997,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4257
AAL,2023-10-03,1.41,1.274,-2.198,0,0.085001,-0.03675,-7.14,23.44,17.306,-0.784,1.247,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3943
AAL,2023-10-12,1.501,1.832,-1.865,0,0.062492,-0.03423,-5.412,36.36,10.683,0.962,1.648,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3617
AAL,2023-10-23,1.086,0.33,-0.809,0,0.009134,0.01878,-7.55,36.26,19.088,-0.542,1.096,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.366
AAL,2023-11-01,0.71,-1.271,0.62,0,-0.039439,-0.0009,-4.468,32.96,20.937,-0.359,0.695,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3724
AAL,2023-11-10,0.757,-0.947,0.331,0,0.014003,0.00425,2.967,59.41,12.529,-0.681,0.945,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4149
AAL,2023-11-21,0.714,-1.256,-1.464,0,-0.107091,-0.02201,3.503,65.52,16.788,-0.806,0.819,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4043
AAL,2023-12-01,1.486,1.744,-3.26,0,0.132399,0.04637,7.134,74.02,10.487,0.241,1.718,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,ORGANIC,0.2007
AAL,2023-12-12,0.982,-0.064,-1.351,0,-0.158121,0.02306,9.808,81.73,21.372,0.656,0.925,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3872
AAL,2023-12-21,0.867,-0.471,-1.78,0,-0.030411,0.02612,6.387,69.05,24.816,1.645,0.711,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4048
AAL,2024-01-03,1.291,1.002,-2.355,0,0.167459,-0.03714,-7.035,32.13,12.384,-2.158,1.139,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4188
AAL,2024-01-12,2.365,3.188,-7.094,2,0.105824,-0.09936,-5.734,38.32,14.659,-4.524,1.977,3.75,0.0,0.033,0.0,0.533,0.089,0,0,1,0,NEUTRAL,0.3907
AAL,2024-01-24,1.068,0.174,0.568,1,-0.054279,-0.00501,1.25,59.25,14.895,1.143,0.669,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4137
AAL,2024-02-02,0.732,-0.686,-0.803,1,0.015246,0.01523,2.916,64.33,18.542,-1.116,0.959,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3801
AAL,2024-02-13,0.905,-0.234,-1.239,0,0.020288,-0.02167,1.286,57.87,17.107,-1.608,1.04,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3891
AAL,2024-02-23,0.756,-1.2,0.034,0,0.026892,-0.00724,2.427,60.59,7.676,-0.591,0.902,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3885
AAL,2024-03-05,1.444,1.33,0.499,1,0.27361,-0.0095,-2.376,51.01,8.995,-0.405,1.118,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3641
AAL,2024-03-14,0.822,-0.48,0.751,1,-0.016002,-0.00071,-5.969,30.61,13.828,-0.286,0.569,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4146
AAL,2024-03-25,0.739,-0.648,0.064,0,-0.047142,0.00673,1.507,54.86,15.757,-0.877,0.855,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3859
AAL,2024-04-04,1.705,2.254,-0.625,0,0.115943,-0.02358,-4.831,47.66,14.216,0.565,1.644,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4004
AAL,2024-04-15,0.935,-0.223,-0.662,0,-0.048411,-0.0161,-9.266,23.67,20.421,0.989,1.295,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4144
AAL,2024-04-24,1.213,0.857,-0.966,0,0.073681,-0.02203,-0.894,51.16,20.019,-0.07,1.083,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4134
AAL,2024-05-03,0.658,-1.147,0.586,0,-0.045082,-0.00072,0.548,62.67,11.787,1.01,0.766,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.42
AAL,2024-05-14,0.868,-0.393,-0.873,0,0.062267,0.01726,7.043,67.21,12.032,1.072,0.663,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.397
AAL,2024-05-23,1.104,0.402,-0.882,0,0.051422,-0.02006,-3.326,49.61,13.487,0.213,1.206,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3873
AAL,2024-06-04,1.065,0.076,0.804,1,-0.662303,-0.00261,-15.896,4.44,39.3,0.087,0.777,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3976
AAL,2024-06-13,0.851,-0.19,0.329,0,0.064238,-0.00523,-8.888,15.2,43.819,-0.435,0.845,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3494
AAL,2024-06-25,0.694,-0.416,0.426,0,0.057335,-0.00269,-3.226,37.75,16.669,0.179,1.1,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3566
AAL,2024-07-05,0.862,-0.55,0.142,0,-0.070378,-0.00722,-2.019,34.62,5.632,0.09,0.872,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3603
AAL,2024-07-16,1.587,1.319,-3.681,1,-0.036631,0.05134,0.938,51.44,7.686,0.188,2.188,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3701
AAL,2024-07-25,2.604,3.017,-1.625,1,0.404484,0.04141,-2.439,42.86,11.19,-2.458,2.718,3.75,0.0,0.033,0.0,0.533,0.089,0,0,1,0,ORGANIC,0.192
AAL,2024-08-05,1.022,0.054,-2.613,1,-0.017451,-0.03702,-12.042,24.12,17.607,-5.504,1.131,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3728
AAL,2024-08-14,0.741,-0.644,0.027,0,-0.007384,-0.00716,-3.622,36.89,20.575,0.714,0.743,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3887
AAL,2024-08-23,0.748,-0.911,-1.718,0,-0.028502,0.02436,3.884,71.76,17.603,0.888,1.276,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.439
AAL,2024-09-04,0.839,-0.896,0.556,0,0.016297,0.00283,4.931,71.71,14.05,-0.66,0.965,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3893
AAL,2024-09-13,1.281,1.071,-0.465,0,-0.03132,-0.01762,1.568,57.14,12.277,0.919,1.34,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4221
AAL,2024-09-24,0.772,-0.282,0.225,1,-0.05152,0.00545,2.289,59.19,11.215,0.364,0.695,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.372
AAL,2024-10-03,0.784,-0.3,0.039,1,0.01524,0.00742,-1.882,52.28,9.924,-0.466,1.112,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3938
AAL,2024-10-14,0.506,-0.644,-0.173,0,-0.158995,0.00676,4.72,62.39,14.29,0.509,0.622,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3715
AAL,2024-10-23,0.877,-0.365,-0.126,0,-0.040423,-0.01008,7.391,83.17,25.159,-0.849,0.923,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3898
AAL,2024-11-01,0.693,-0.858,-0.352,1,-0.093614,0.01039,6.359,73.65,23.651,0.522,0.504,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4252
AAL,2024-11-12,0.662,-0.857,-1.104,0,-0.107314,-0.01781,4.016,61.69,13.714,-1.271,0.915,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3482
AAL,2024-11-21,0.791,-0.766,-1.007,0,0.010314,-0.01814,2.501,58.82,12.596,0.069,0.938,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.413
AAL,2024-12-03,0.718,-0.937,-0.241,0,-0.029571,-0.00963,1.612,61.86,11.256,-0.137,0.782,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4071
AAL,2024-12-12,0.641,-0.474,-1.293,1,-0.216622,-0.01953,12.225,78.79,35.579,0.171,0.882,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3822
AAL,2024-12-23,0.592,-0.513,-1.6,0,-0.045212,0.02168,6.373,73.64,29.79,-0.059,0.697,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3566
AAL,2025-01-03,0.894,-0.133,0.718,0,-0.048065,-0.00177,-0.969,45.45,8.182,0.176,1.484,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4022
AAL,2025-01-15,0.895,-0.31,0.126,1,-0.101557,-0.00772,4.264,59.9,12.443,1.812,0.962,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3841
AAL,2025-01-27,1.306,0.508,-0.109,2,-0.003475,0.01405,-2.781,52.02,12.687,-0.825,1.396,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.407
AAL,2025-02-05,0.803,-0.398,0.09,1,-0.087763,0.0071,-3.472,35.12,14.994,0.059,1.26,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4007
AAL,2025-02-14,0.837,-0.343,-0.624,0,0.045017,0.01451,-6.277,29.7,17.907,0.635,0.677,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.4481
AAL,2025-02-26,1.305,1.093,0.974,0,0.041668,0.0033,-6.777,21.66,17.498,2.247,0.913,3.75,0.0,0.033,0.0,0.533,0.089,0,0,0,0,NEUTRAL,0.3928
AAPL,2023-07-05,0.836,-0.621,0.249,0,-0.041823,-0.00589,3.056,69.06,9.267,-0.462,0.915,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3693
AAPL,2023-07-14,0.776,-0.769,0.697,0,-0.078148,0.00079,1.063,60.25,5.94,-0.163,0.626,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.4054
AAPL,2023-07-25,0.712,-1.098,0.26,0,-0.192161,0.0045,1.131,56.9,4.444,0.301,0.539,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.4066
AAPL,2023-08-03,1.201,0.888,0.469,0,0.073477,-0.00735,-0.742,51.17,4.941,-0.524,0.678,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.4408
AAPL,2023-08-14,0.75,-0.711,-0.189,1,-0.097316,0.00935,-4.772,24.7,15.474,0.101,0.756,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.4251
AAPL,2023-08-23,0.931,-0.2,-1.264,0,-0.080914,0.02171,-0.833,33.34,17.183,0.728,1.198,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.4107
AAPL,2023-09-01,0.828,-0.753,-0.018,0,0.021131,0.00843,5.488,66.45,9.78,0.862,0.536,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.4439
AAPL,2023-09-13,1.376,1.261,0.191,1,-0.051649,-0.01193,-3.264,40.7,11.458,0.119,0.99,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3643
AAPL,2023-09-22,0.858,-0.475,0.364,0,-0.01474,0.00493,-2.844,26.82,11.638,0.425,0.946,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3808
AAPL,2023-10-03,0.736,-0.946,-0.041,0,-0.057521,-0.0078,-1.683,46.22,7.364,-0.858,0.843,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3722
AAPL,2023-10-12,0.992,-0.03,0.486,0,0.007194,0.00505,3.065,64.02,7.179,0.15,1.061,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3883
AAPL,2023-10-23,1.031,0.256,0.961,0,0.011673,0.00069,-1.32,51.72,7.461,-1.14,1.425,3.75,0.0,0.0,0.033,0.633,0.132,0,0,0,0,NEUTRAL,0.3587
